ID,Binomial,Common_name,Class,Citation,Location,Units,Method,TaxonomicGroup,exclude_manual,notes
2047,Clupea_pallasii,Pacific herring,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.",North Western coast of Vancouver Island,Spawning stock biomass / million tonnes,SPA,Fishes,yes,
2049,Clupea_pallasii,Pacific herring,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.",Prince Rupert District,Tonnes/millions,SPA,Fishes,yes,
2051,Clupea_pallasii,Pacific herring,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.",Queen Charlotte Islands,Spawning stock biomass / million tonnes,SPA,Fishes,yes,
2056,Clupea_pallasii,Pacific herring,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.",South Western coast of Vancouver Island,Spawning stock biomass / million tonnes,SPA,Fishes,yes,
2077,Chrysophrys_auratus,Silver seabream,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.","Hauraki gulf/Bay of Plenty, New Zealand",Spawning stock biomass/tonnes,RV,Fishes,no,
2171,Thunnus_maccoyii,Southern bluefin tuna,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.",Southern Pacific (2),Spawning stock biomass (tonnes),SPA,Fishes,yes,
1437,Gadus_morhua,Atlantic cod / Cod,Actinopteri," Myers, R. Ransom Myers' Stock Recruitment Database.| DFO (2009). Status of Atlantic Cod (Gadus morhua) in 2008. Research Document 2009/027. C. S. A. Secretariat, Fisheries and Oceans Canada. 2009/027: 1-167.",NAFO 4VsW,Spawning stock biomass (tonnes),SPA,Fishes,yes,
4637,Oncorhynchus_tshawytscha,Chinook salmon,Actinopteri," Ratner, S., Lande R. and Roper, B. (1997). ""Population Viability Analysis of Spring Chinook Salmon in the South Umpqua River, Oregon."" Conservation Biology 11(4): 879-889.","South Umpqua River, Oregon",Number of spawners,Annual counts,Fishes,no,
8603,Lophius_americanus,American angler,Actinopteri," Richards, A. (2006). Goosefish. Status of Fishery Resources off the Northeastern US for 2006. R. Mayo, F. Serchuk and E. HOlmes, National Marine Fisheries Service.","Gulf of Maine, southern stock",Biomass (kg/tow),Bottom trawls,Fishes,no,
4479,Clupea_pallasii,Pacific herring,Actinopteri," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). STOCK ASSESSMENT ON CENTRAL COAST PACIFIC HERRING. Canadian Science Advisory Secretariat Science Advisory Report. 2008/010: 5.","Central coast stock assessment region, British Columbia",Pre-fishery mature biomass (kilotonnes),"Herring Catch-Age Model based on total catch, spawn abundance, weightat-age, and age structure data",Fishes,yes,
4478,Clupea_pallasii,Pacific herring,Actinopteri," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Prince Rupert District Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report. 2008/011: 5.","Prince Rupert District stock assessment region, British Columbia",Pre-fishery mature biomass (kilotonnes),"Herring Catch-Age Model based on total catch, spawn abundance, weightat-age, and age structure data",Fishes,yes,
4477,Clupea_pallasii,Pacific herring,Actinopteri," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Queen Charlotte Islands Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2008/012.","Queen Charlotte Islands stock assessment region, British Columbia",Mature pre-fishery biomass (kilotonnes),"Herring Catch-Age Model based on time series of total catch, spawn abundance, weight at-age, and age structure data",Fishes,yes,
4480,Clupea_pallasii,Pacific herring,Actinopteri," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Strait of Georgia Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2008/014: 5.","Strait of Georgia stock assessment region, British Columbia",Pre-fishery Biomass (kilotonnes),"Herring Catch-Age model based on time series of total catch, spawn abundance, weight weightat-age, and age structure data",Fishes,yes,
4481,Clupea_pallasii,Pacific herring,Actinopteri," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on West Coast Vancover Island Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report. 2008/015: 6.","West coast of Vancouver Island stock assessment region, British Columbia",Pre-fishery Biomass (kilotonnes),"Herring Catch-Age model based on time series of total catch, spawn abundance, weight weightat-age, and age structure data",Fishes,yes,
8610,Urophycis_chuss,Red hake,Actinopteri," Traver, M. and L. Col (2006). Red Hake. Status of Fishery Resources off the Northeastern US. R. Mayo, F. Serchuk and E. HOlmes, National Marine Fisheries Service.",Northern stock: the Gulf of Maine to Northern Georges Bank region,Biomass index (stratified mean weight kg/tow),Otter trawl,Fishes,no,
8611,Urophycis_chuss,Red hake,Actinopteri," Traver, M. and L. Col (2006). Red Hake. Status of Fishery Resources off the Northeastern US. R. Mayo, F. Serchuk and E. HOlmes, National Marine Fisheries Service.",Southern stock: the Southern Georges Bank to Mid-Atlantic Bight region,Biomass index (stratified mean weight kg/tow),Otter trawl,Fishes,no,
19870,Alosa_pseudoharengus,Alewife,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
19910,Amblyraja_radiata,Starry ray,Elasmobranchii,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20332,Clupea_harengus,Atlantic herring,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20406,Cyclopterus_lumpus,Lumpfish / Lumpsucker,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20558,Gadus_morhua,Atlantic cod / Cod,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20560,Glyptocephalus_cynoglossus,Witch flounder,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20563,Hemitripterus_americanus,Sea raven,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20564,Hippoglossoides_platessoides,American plaice,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20569,Leucoraja_ocellata,Winter skate,Elasmobranchii,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20570,Myzopsetta_ferruginea,Yellowtail flounder,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20578,Myoxocephalus_octodecemspinosus,Longhorn sculpin,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20582,Nezumia_bairdii,Marlin-spike grenadier,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20583,Osmerus_mordax,Rainbow smelt,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20585,Phycis_chesteri,Longfin hake,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20587,Pseudopleuronectes_americanus,Winter flounder,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20588,Reinhardtius_hippoglossoides,Greenland halibut,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20589,Scomber_scombrus,Atlantic mackerel,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20596,Urophycis_tenuis,White hake,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
20597,Zoarces_americanus,Ocean pout,Actinopteri,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.","Southern Gulf of St. Lawrence, NAFO 4T",Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),September bottom trawl survey,Fishes,no,
300014,Isurus_oxyrinchus,Shortfin mako,Elasmobranchii,"Brunel, T., R. Coelho, G. Merino, J. Ortiz de Urbina, D. Rosa, C. Santos, H. Murua, P. Bach, S. Saber, and D. Macias. 2018. A preliminary stock assessment for the shortfin mako shark in the Indian Ocean using data-limited approaches.",Indian Ocean,NA,multiple,Fishes,yes,
7814,Lamna_nasus,Porbeagle shark,Elasmobranchii,"Campana, S. E., W. Joyce, et al. (2008). The rise and fall (again) of the porbeagle shark population in the Northwest Atlantic. Sharks of the Open Ocean: Biology, Fisheries and Conservation, Blackwell Publishing: 445-461 ",Northwest Atlantic,Biomass (in 1000 tonnes),data from fisheries catches,Fishes,yes,
19498,Carcharodon_carcharias,Great white shark,Elasmobranchii,"Curtis, T. H., C. T. McCandless, et al. (2014). ""Seasonal Distribution and Historic Trends in Abundance of White Sharks, Carcharodon carcharias, in the Western North Atlantic Ocean."" PLoS ONE 9(6): e99240",Northwest Atlantic Ocean,"Relative abundance index
","NEFSC fishery independent longline surveys, observer programs, tournament data
",Fishes,no,
14833,Hippoglossoides_platessoides,American plaice,Actinopteri,"DFO (2011). Recovery Potential Assessment for American Plaice Maritime DU. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2011/043: 30.","NAFO division 4VWX, Southern Gulf of St. Lawrence",Total abundance (millions),DFO research trawl surveys,Fishes,no,
14829,Hippoglossoides_platessoides,American plaice,Actinopteri,"DFO (2011). Recovery Potential Assessment of American Plaice (Hippoglossoides platessoides) in Newfoundland and Labrador. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2011/030: 27.","NAFO division 3LNO, Newfoundland and Labrador region",Adult abundance index (e^5),DFO research vessel survey,Fishes,no,
14848,Anguilla_rostrata,American eel,Actinopteri,DFO (2013). Recovery potential assessment of American eel (Anguilla rostrata) in eastern Canada. Can. Sci. Advis. Sec. Sci. Advis. Rep. 2013/078.,Northern Gulf and Newfoundland,Number of individuals,Counting fences,Fishes,no,
25466,Melanogrammus_aeglefinus,Haddock,Actinopteri,"Filin, A. A., and A. A. Russkikh. 2019. Specific features of the formation of the year-class abundance of northeastern Arctic haddock Melanogrammus aeglefinus during the warming of the Barents Sea. Journal of Ichthyology 59:225-233.",Barents Sea,Stock Biomass Estimate (thousand t),Data from the report of the ICES Working Group on Arctic fishery,Fishes,yes,
21690,Lepidopsetta_bilineata,Rock sole,Actinopteri,"Holt, K. R., P. J. Starr, R. Haigh and B. Krishka (2016). Stock Assessment and Harvest Advice for Rock Sole (Lepidopsetta spp.) in British Columbia. Research Document, Canadian Science Advisory Secretariat. 2016/009: ix + 256.","Area 5DC, Hecate Strait, British Columbia",CPUE (kg/h) females,Tow-by-tow; commercial and research trawls,Fishes,no,
26510,Anguilla_anguilla,European eel,Actinopteri,ICES. 2018. European eel (Anguilla anguilla) throughout its natural range.,North Sea,Recruitment index,Generalised Linear Model fitted to 43 time-series and scaled to the 1960-1979 average.,Fishes,no,
26511,Anguilla_anguilla,European eel,Actinopteri,ICES. 2018. European eel (Anguilla anguilla) throughout its natural range.,Southern and Western Europe,Recruitment index,Generalised Linear Model fitted to 43 time-series and scaled to the 1960-1979 average.,Fishes,no,
17412,Istiompax_indica,Black marlin,Actinopteri,"Indian Ocean Tuna Commission (2014). ""Status of the Indian Ocean black marlin (BLM: Makaira indica) resource.""",Japanese longline fishing area in the Indian Ocean,Scaled catch rate,Standardized catch rates for black marlin calculated from the IOTC catch and effort aggregated dataset. Values scaled with respect to the mean of 1970ÈÃ¶1979 period.,Fishes,no,FD data
17411,Kajikia_audax,Striped marlin,Actinopteri,"Indian Ocean Tuna Commission (2014). ""Status of the Indian Ocean striped marlin (MLS: Tetrapturus audax) resource.""",Japanese longline fishing area in the Indian Ocean,Scaled CPUE,"Standardized CPUE series from the Japanese longline fleet. Scaled using the average of the overlapped years with the Taiwan, China longline fleet.",Fishes,no,FD data
17410,Makaira_nigricans,Blue marlin,Actinopteri,Indian Ocean Tuna Commission (2014). Status of the Indian Ocean blue marlin (BUM: Makaira nigricans) resource.,Japanese longline fishing area in the Indian Ocean,Scaled CPUE,"Standardized CPUE series from the Japanese longline fleet. Scaled using the average of the overlapped years with the Taiwan, China longline fleet.",Fishes,no,FD data
300006,Lamna_nasus,Porbeagle shark,Elasmobranchii,"International Commission for the Conservation of Atlantic Tunas (ICCAT). 2009. Report of the 2009 Porbeagle stock assessments meeting. Copenhagen, Denmark, June 22 to 27, 2009.",Northeast Atlantic,ton,multiple,Fishes,yes,
300020,Prionace_glauca,Blue shark,Elasmobranchii,International Commission for the Conservation of Atlantic Tunas (ICCAT). Report of the 2015 Blue Shark Stock Assessment. SCRS/2015/018,North Atlantic,1000ton,multiple,Fishes,yes,
1388,Brevoortia_tyrannus,Atlantic menhaden,Actinopteri,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.",Celtic Sea and Division VIIj herring,Spawning stock biomass (Tonnes),Catch data and acoustic survey,Fishes,yes,
1400,Brevoortia_tyrannus,Atlantic menhaden,Actinopteri,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.","in Subarea IV, Divisions III a and VII d (autumn spawners)",spawning stock biomass Tonnes,Projections from landings and surveys,Fishes,yes,
1407,Brevoortia_tyrannus,Atlantic menhaden,Actinopteri,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.",Norwegian spring spawning,spawning stock biomass (Tonnes),Estimate based on catch data and 8 surveys,Fishes,yes,
1526,Pollachius_virens,Saithe,Actinopteri,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.","ICES division Va, Iceland",SSB / tonnes,Based on age-disaggregated landings and survey indices,Fishes,yes,
2329,Clupea_harengus,Atlantic herring,Actinopteri,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.",ICES area VI a (North),SSB tonnes,Based on catch data,Fishes,yes,
300011,Isurus_oxyrinchus,Shortfin mako,Elasmobranchii,"ISC Shark Working Group. 2018. Stock Assessment of Shortfin Mako Shark (Isurus oxyrinchus) in the Pacific Ocean Through 2016. Page 118. WCPFC Northern Committee 14th Regular Session. WCPFCNC14- 2018/IP-06, Fukuoka, Japan.",North Pacific,individual,multiple,Fishes,yes,
21925,Micropterus_dolomieu,Smallmouth bass,Actinopteri,"Lantry, J. R. (2015). Eastern basin of Lake Ontario warmwater fisheries assessment, 1976-2015. Section 4 in NYSDEC Lake Ontario annual Report. Cape Vincent, New York, New York State Department of Environmental Conservation.",NY waters of Lake Ontario's eastern basin,Stratified mean CPUE (450 ft monofilament gill net gang),Warmwater assessment netting conducted late July through mid-August,Fishes,no,
22137,Perca_flavescens,American yellow perch,Actinopteri,"Lantry, J. R. (2015). Eastern basin of Lake Ontario warmwater fisheries assessment, 1976-2015. Section 4 in NYSDEC Lake Ontario annual Report. Cape Vincent, New York, New York State Department of Environmental Conservation.",NY waters of Lake Ontario's eastern basin,Stratified mean CPUE (450 ft monofilament gill net gang),Warmwater assessment netting conducted late July through mid-August,Fishes,no,
22449,Sander_vitreus,Walleye,Actinopteri,"Lantry, J. R. (2015). Eastern basin of Lake Ontario warmwater fisheries assessment, 1976-2015. Section 4 in NYSDEC Lake Ontario annual Report. Cape Vincent, New York, New York State Department of Environmental Conservation.",NY waters of Lake Ontario's eastern basin,Stratified mean CPUE (450 ft monofilament gill net gang),Warmwater assessment netting conducted late July through mid-August,Fishes,no,
17444,Scomber_scombrus,Atlantic mackerel,Actinopteri,"Meneghesso, C., et al. (2013). ""Life-history traits and population decline of the Atlantic mackerel Scomber scombrus in the Adriatic Sea."" Journal of Fish Biology 83: 1249-1267.","Chioggia fishing area, Adriatic Sea",CPUE,Fishery landing data and total fishing capacity (gross registered tonnage) of the Chioggia fishing fleet used to calculate CPUE.,Fishes,no,FD data
1438,Gadus_morhua,Atlantic cod / Cod,Actinopteri,"Myers, R. Ransom Myers' Stock Recruitment Database.",NAFO 4X,Spawning stock biomass (Thousand tonnes),SPA,Fishes,no,
2048,Clupea_pallasii,Pacific herring,Actinopteri,"Myers, R. Ransom Myers' Stock Recruitment Database.",Northern Strait of Georgia,Spawning stock biomass / million tonnes,SPA,Fishes,no,
17402,Myzopsetta_ferruginea,Yellowtail flounder,Actinopteri,NAFO (2013). Yellowtail flounder in Divisions 3LNO.,NAFO Divisions 3LNO,Relative Biomass (Total Biomass/ maximum sustainable yield of biomass),Relative biomass calculated based on fisheries data,Fishes,yes,
18493,Merluccius_gayi,South Pacific hake / Peruvian hake,Actinopteri,"Neira, S. and H. Arancibia (2013). ""Food web and fish stock changes in central Chile: comparing the roles of jumbo squid (Dosidicus gigas) predation, the environment, and fisheries."" Deep-Sea Research II 95: 103-112.","Central Zone, Chile",CPUE (tons/trawl hour),Fishery catch data from the Fisheries Research Fund,Fishes,no,FD data
17406,Xiphias_gladius,Swordfish,Actinopteri,"Nishida, T. and S.-P. Wang (2014). CPUE standardization of swordfish (Xiphias gladius) exploited by Japanese tuna longline fisheries in the Indian Ocean using cluster analysis for targeting effect, Indian Ocean Tuna Commission.",Japanese tuna longline fishing areas in the north-west Indian Ocean,Standardized CPUE,"Catch and effort data from the National Research Institute of Far Seas Fisheries, Japan was used with cluster analysis to estimate standardized CPUE using GLM.",Fishes,no,FD data
17407,Xiphias_gladius,Swordfish,Actinopteri,"Nishida, T. and S.-P. Wang (2014). CPUE standardization of swordfish (Xiphias gladius) exploited by Japanese tuna longline fisheries in the Indian Ocean using cluster analysis for targeting effect, Indian Ocean Tuna Commission.",Japanese tuna longline fishing areas in the north-east Indian Ocean,Standardized CPUE,"Catch and effort data from the National Research Institute of Far Seas Fisheries, Japan was used with cluster analysis to estimate standardized CPUE using GLM.",Fishes,no,FD data
17408,Xiphias_gladius,Swordfish,Actinopteri,"Nishida, T. and S.-P. Wang (2014). CPUE standardization of swordfish (Xiphias gladius) exploited by Japanese tuna longline fisheries in the Indian Ocean using cluster analysis for targeting effect, Indian Ocean Tuna Commission.",Japanese tuna longline fishing areas in the south-east Indian Ocean,Standardized CPUE,"Catch and effort data from the National Research Institute of Far Seas Fisheries, Japan was used with cluster analysis to estimate standardized CPUE using GLM.",Fishes,no,FD data
17409,Xiphias_gladius,Swordfish,Actinopteri,"Nishida, T. and S.-P. Wang (2014). CPUE standardization of swordfish (Xiphias gladius) exploited by Japanese tuna longline fisheries in the Indian Ocean using cluster analysis for targeting effect, Indian Ocean Tuna Commission.",Japanese tuna longline fishing areas in the south-west Indian Ocean,Standardized CPUE,"Catch and effort data from the National Research Institute of Far Seas Fisheries, Japan was used with cluster analysis to estimate standardized CPUE using GLM.",Fishes,no,FD data
1436,Gadus_morhua,Atlantic cod / Cod,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,NAFO 4TVn,Spawning stock biomass (Thousand tonnes),SPA,Fishes,yes,
2063,Gadus_macrocephalus,Pacific cod,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,Hecate Strait,Spawning stcok biomass/tonnes,SPA,Fishes,yes,
2078,Chrysophrys_auratus,Silver seabream,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,New Zealand SNA 8,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,Fishes,no,too smooth
2079,Parophrys_vetulus,English sole,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,Hecate Strait (Area DC/5),Biomass (tonnes),Catch per unit effort,Fishes,no,FD data
4504,Anoplopoma_fimbria,Sablefish,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,British Columbia coast,Trap-vulnerable biomass (tonnes),Estimated using tag-recovery data,Fishes,no,too smooth
4505,Melanogrammus_aeglefinus,Haddock,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,"NAFO divisions 4X5Y, Southern Scotian Shelf and Bay of Fundy",spawning stock biomass ages 4+  (t),RV survey,Fishes,no,
4641,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,North Sea,Catch per one hour fishing,catch surveys,Fishes,no,
11206,Nemadactylus_macropterus,Tarakihi,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,South-eastern Australian continental shelf,Catch weight per haul index,Historical trawler data,Fishes,no,too smooth
14554,Lepidopsetta_bilineata,Rock sole,Actinopteri,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,"Hecate Strait, British Columbia",Kg of fish captured per hour,Standardised research sampling surveys,Fishes,no,
19193,Dipturus_laevis,Barndoor skate,Elasmobranchii,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,Gulf of Maine / Georges Bank-Southern New England 5YZ,CPUE-kgpertow,Survey index - Temporal indices derived from scientific survey data,Fishes,no,
19194,Malacoraja_senta,Smooth skate,Elasmobranchii,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,Gulf of Maine / Georges Bank-Southern New England 5YZ,CPUE-kgpertow,Survey index - Temporal indices derived from scientific survey data,Fishes,no,
19195,Amblyraja_radiata,Starry ray,Elasmobranchii,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.,Gulf of Maine / Georges Bank-Southern New England 5YZ,CPUE-kgpertow,Survey index - Temporal indices derived from scientific survey data,Fishes,no,
1467,Lutjanus_campechanus,Northern red snapper,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,US waters of Gulf of Mexico,Spawning stock biomass (Thousand billion eggs),SPA and RV,Fishes,yes,too smooth
1533,Scophthalmus_maximus,Turbot,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Black Sea,Spawning stock biomass (Thousand tonnes),SPA,Fishes,yes,
