"Id","Loc","Name","ID","Binomial","Common_name","Citation","SamplingInterval","mo_timestep","ndatapoints","longestrun","propmissing","propzeros","monotonic","Mass_g","MinAge_mo","TaxonomicGroup","Location","Country","Longitude","Latitude","data_rescale_case"
"LP_23033","France","Tufted duck",23033,"Aythya_fuligula","Tufted duck","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,0.362434870717828,701.5,12,"Birds","France","France",2.235509,46.387582,1
"LP_23034","France","Eurasian wigeon",23034,"Mareca_penelope","Eurasian wigeon","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,-0.23596529822969,757,12,"Birds","France","France",2.235509,46.387582,1
"LP_23035","France","Gadwall",23035,"Mareca_strepera","Gadwall","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,0.710167601787096,850,7.89,"Birds","France","France",2.235509,46.387582,1
"LP_23036","France","Red-crested pochard",23036,"Netta_rufina","Red-crested pochard","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,-0.125977120069219,1118,12,"Birds","France","France",2.235509,46.387582,1
"LP_23037","France","Northern shoveler",23037,"Spatula_clypeata","Northern shoveler","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,0.533927434656732,613,7.89,"Birds","France","France",2.235509,46.387582,1
"LP_23038","France","Common shelduck",23038,"Tadorna_tadorna","Common shelduck","Deceuninck, B., and C. Fouque. 2010. Canards dénombrés en France en hiver: importance des zones humides et tendances. Ornithos 17:266-283.","annual",12,43,43,0,0,0.898795092982763,1094,24,"Birds","France","France",2.235509,46.387582,1
"LP_26510","North Sea","European eel",26510,"Anguilla_anguilla","European eel","ICES. 2018. European eel (Anguilla anguilla) throughout its natural range.","annual",12,59,59,0,0,-0.938913909334279,NA,132,"Fishes","North Sea","Norway",7.962016,56.119314,1
"LP_26511","Southern and Western Europe","European eel",26511,"Anguilla_anguilla","European eel","ICES. 2018. European eel (Anguilla anguilla) throughout its natural range.","annual",12,59,59,0,0,-0.903625557639068,NA,132,"Fishes","Southern and Western Europe","United Kingdom",-2.836127,44.499935,1
"LP_27830","Bia?Úowie??a Forest (Belarusian part)","Eurasian lynx",27830,"Lynx_lynx","Eurasian lynx","Kawata, Y. (2008) ‘Population dynamics of the lynx (Lynx lynx) in the Bialowieza Primeval Forest revisited: a statistical analysis of density-dependent migration’, Electronic Journal of Polish Agricultural Universities, 11(4), p. 6.","annual",12,43,43,0,0,-0.162372534708807,21150,21.01,"Mammals","Bia?Úowie??a Forest (Belarusian part)","Belarus",23.964222,52.68639,1
"LP_27918","High Tatras Mountains","Tatra chamois / Alpine chamois",27918,"Rupicapra_rupicapra","Tatra chamois / Alpine chamois","Zemanová, B. (2014) Genetic structure of chamois populations in central Europe. PhD. Masaryk University & Academy Of Sciences of the Czech Republic.","annual",12,63,62,0.015625,0,-0.269296338586574,35383.2,22.16,"Mammals","High Tatras Mountains","Slovakia",20.013789,49.172895,1
"LP_300019","New South Wales coast Australia","Smooth hammerhead",300019,"Sphyrna_zygaena","Smooth hammerhead","Reid, D. D., W. D. Robbins, and V. M. Peddemors. ""Decadal trends in shark catches and effort from the New South Wales, Australia, Shark Meshing Program 1950–2010."" Marine and Freshwater Research 62.6 (2011): 676-693.","annual",12,60,60,0,0,0.021812523463936,4e+05,NA,"Fishes","New South Wales coast Australia","Australia",151.4,-33.6,1
