-1.0537,-1.002,-1.0232,-1.1205,-1.3811,-1.7501,-2.3936,-0.96697,-4.0678,-5.5119,-1.4021,0.58391,-9.8946,-9.9883,-6.2404,-12.964,-1.6326,0.070365,1.0962,2.3588,-1.0183,-1.0066,-0.99275,-1.0828,-1.3925,-1.7634,-2.2857,-0.78232,-3.6944,-5.2445,-1.5006,0.37762,-9.4015,-10.578,-6.5847,-12.366,-0.40924,-0.18327,0.3378,-0.99161,-1.047,-0.9989,-1.0256,-1.1229,-1.284,-1.81,-2.4705,-1.1269,-4.0731,-5.6179,-1.493,0.19218,-10.63,-10.678,-5.687,-13.469,-1.8635,-1.5531,1.9561,2.0995
-1.0057,-0.96672,-1.0148,-1.1514,-1.4435,-1.6817,-2.1271,-0.45724,-3.395,-5.7667,-2.7653,0.4725,-9.4448,-11.099,-9.5722,-14.208,-5.1908,-1.1103,0.71581,-4.7006,-0.98102,-0.93379,-1.0268,-1.1547,-1.4164,-1.6398,-2.1778,-0.39069,-3.5943,-5.5996,-2.775,1.1026,-8.9019,-10.524,-9.3005,-14.285,-5.1955,-0.97361,0.56282,-6.3215,-0.99337,-0.99459,-1.0183,-1.1722,-1.4988,-1.6234,-2.0276,-0.35522,-3.1982,-5.3708,-2.5824,1.3154,-9.0563,-11.484,-9.575,-13.934,-5.3571,-1.2746,0.77297,-3.6667
-1.2296,-1.2007,-1.2682,-1.4302,-1.7213,-1.7905,-1.9864,-0.35855,-2.7979,-5.8894,-4.5974,0.030784,-8.8947,-11.798,-12.075,-14.956,-9.5165,-4.9072,0.2858,-2.0653,-1.2093,-1.1905,-1.244,-1.4351,-1.6769,-1.843,-2.1294,-0.1404,-2.8993,-5.9113,-4.7604,-0.35565,-8.9902,-12.506,-11.402,-14.181,-9.5364,-4.2181,-1.4575,-2.9776,-1.2266,-1.2064,-1.2336,-1.4351,-1.7387,-1.8685,-1.894,-0.090881,-2.6643,-5.2896,-5.5643,0.44365,-9.1232,-10.52,-12.261,-15.565,-8.7134,-4.3887,2.5531,1.4957
-1.1604,-1.1495,-1.2488,-1.4433,-1.7184,-1.6036,-1.5278,-0.14639,-1.8464,-5.4687,-5.8055,-0.21023,-7.8301,-11.725,-13.45,-14.865,-12.379,-10.202,-0.46726,0.84658,-1.1665,-1.1856,-1.2563,-1.4383,-1.6959,-1.5501,-1.5474,-0.23109,-1.9451,-5.285,-5.4697,-0.40783,-7.6854,-11.928,-14.123,-14.66,-11.748,-12.132,-0.69615,0.55002,-1.1769,-1.1446,-1.2446,-1.4296,-1.7621,-1.689,-1.3474,-0.25031,-1.7885,-5.8877,-5.4052,-1.1388,-7.3157,-12.468,-12.706,-16.097,-11.552,-9.2719,1.5659,1.8159
-0.96499,-0.96266,-1.0771,-1.2793,-1.503,-1.2102,-0.8772,0.021749,-0.69347,-4.6395,-6.3124,-0.62517,-6.3823,-11.061,-13.941,-14.125,-14.029,-13.899,-2.7403,2.0348,-0.96484,-0.93658,-1.0596,-1.2594,-1.539,-1.1816,-0.7953,-0.081025,-0.76672,-4.428,-6.3141,-0.60417,-5.9232,-10.647,-13.458,-13.171,-13.331,-14.769,-4.1967,1.9683,-0.97472,-0.96858,-1.0865,-1.3105,-1.5517,-1.2103,-0.94026,-0.27738,-0.74892,-5.0141,-6.1635,-0.76686,-7.333,-11.347,-13.844,-14.217,-14.044,-13.363,-2.2138,1.2647
-0.98877,-0.98359,-1.0878,-1.2615,-1.3967,-0.96336,-0.45283,-0.18634,0.12795,-3.7509,-6.4912,-1.6691,-4.8948,-10.184,-13.981,-13.129,-14.958,-16.476,-8.2244,-2.1857,-0.98877,-0.97777,-1.1029,-1.2871,-1.356,-1.0173,-0.60608,-0.075804,-0.010307,-3.619,-6.7969,-1.4767,-4.508,-9.6126,-13.413,-12.274,-13.994,-16.923,-7.428,-1.7456,-0.98056,-0.99631,-1.0519,-1.2735,-1.3966,-0.94214,-0.48728,-0.28857,0.63108,-3.5263,-5.9111,-2.395,-5.3329,-10.496,-13.284,-13.626,-16.355,-16.349,-6.9547,-2.5235
-1.0479,-1.0452,-1.14,-1.2738,-1.3052,-0.79122,-0.23418,-0.50797,0.36857,-2.7362,-6.3133,-3.4889,-3.2932,-9.05,-13.568,-11.837,-15.215,-18.051,-12.939,0.1288,-1.0583,-1.0279,-1.1395,-1.2763,-1.3465,-0.80815,-0.24754,-0.45002,0.15275,-2.8159,-6.534,-3.2753,-2.8833,-8.5789,-13.43,-11.586,-15.047,-18.351,-10.937,-1.6475,-1.0884,-1.076,-1.1403,-1.2206,-1.3115,-0.8089,-0.11998,-0.85739,0.38287,-2.4759,-5.3919,-3.4789,-3.2077,-9.6546,-14.34,-11.368,-15.227,-17.807,-13.586,1.4698
-1.0586,-1.0632,-1.1522,-1.2417,-1.1688,-0.64355,-0.15216,-0.91778,0.30079,-1.5756,-5.7783,-5.3946,-1.5491,-7.6416,-12.721,-10.241,-14.856,-18.743,-16.174,2.0074,-1.0521,-1.0561,-1.1219,-1.2554,-1.1568,-0.66907,-0.23515,-0.94663,0.16771,-1.2885,-5.1292,-5.325,-2.4448,-7.0681,-13.271,-9.722,-15.164,-19.925,-16.325,1.2093,-1.0348,-1.042,-1.1261,-1.2766,-1.1252,-0.65055,-0.21524,-0.755,0.5957,-1.5798,-5.7784,-5.1947,-1.5454,-7.5193,-12.519,-10.569,-13.791,-16.454,-16.437,2.5207
-1.0585,-1.0702,-1.1516,-1.1929,-1.027,-0.56098,-0.19211,-1.4755,0.21644,-0.39473,-4.9666,-6.6975,0.18765,-6.0245,-11.533,-8.4105,-14.009,-18.726,-18.21,-2.0841,-1.0638,-1.0919,-1.1607,-1.1916,-0.97465,-0.6041,-0.20603,-1.2895,0.54341,-0.55641,-4.4874,-7.1722,0.35278,-6.0418,-11.824,-9.0433,-14.572,-18.703,-19.431,-2.0206,-1.0694,-1.0642,-1.1675,-1.1524,-0.98185,-0.57537,-0.2447,-1.612,0.2279,-0.016143,-5.0925,-6.1911,0.8964,-5.9302,-11.81,-8.7781,-14.273,-18.44,-19.648,-1.6226
-1.1259,-1.1435,-1.2149,-1.2081,-0.97243,-0.6198,-0.38228,-2.2223,0.014711,0.40884,-4.0031,-7.45,1.0628,-4.3106,-10.14,-6.462,-12.836,-18.204,-19.339,-0.67042,-1.1151,-1.1578,-1.22,-1.2088,-0.98718,-0.70924,-0.37942,-2.1222,0.010853,0.34053,-4.2723,-7.9942,0.0078061,-3.8074,-10.029,-7.384,-12.437,-19.237,-19.758,-0.50059,-1.1362,-1.1869,-1.2051,-1.1991,-0.85698,-0.63239,-0.20524,-2.4743,-0.36085,0.46942,-3.8057,-7.0641,2.0619,-5.139,-10.605,-7.1655,-13.115,-18.711,-20.552,-1.499
