"Id","Loc","Name","smap1dR2","loglinearR2","rickerR2","best1dR2","best1dmodel","ARmodR2"
"LP_4637","South Umpqua River, Oregon","Chinook salmon",0.225382990539288,0.00363565827653367,0.156714806698384,0.225382990539288,"1dsmap",0.156714806698384
"LP_4641","North Sea","Atlantic herring",0.809739087647124,0.803879487334988,0.809739087647124,0.809739087647124,"ricker",0.900816280121291
"LP_4651","Britain","Pink-footed goose",0.948107670756059,0.906642286105634,0.907268062073074,0.948107670756059,"1dsmap",0.922754397410558
"LP_4809","Isle Royale National Park, USA","Grey wolf / Gray wolf",0.534050105766524,0.518043813570706,0.510267578306623,0.534050105766524,"1dsmap",0.518043813570706
"LP_4926","Gombe National Park, Kigoma Region, nort","Chimpanzee",0.819020053707523,0.818779251886691,0.819020053707523,0.819020053707523,"ricker",0.873872368909791
"LP_5425","Cape Royds, Ross Island, in the southwes","Adelie penguin",0.725965597097975,0.721478521045017,0.723180214593735,0.725965597097975,"1dsmap",0.723180214593735
"LP_5746","Fishing Branch River, Porcupine River dr","Chum salmon",0.172417910991683,-0.0693630324184402,-0.0506162078513019,0.172417910991683,"1dsmap",0.0741607133330336
"LP_5749","Delta River, Tanana River drainage, Alas","Chum salmon",0.267386344236702,0.0601851775652831,-0.0649628450263426,0.267386344236702,"1dsmap",0.302617980859756
"LP_5765","Delta Clearwater River, Upper Tanana riv","Coho salmon",0.269902854860365,0.122228501284563,0.141543770917744,0.269902854860365,"1dsmap",0.141543770917744
"LP_5781","Anvik River, Yukon river drainage, Alask","Chum salmon",0.0632759955814887,0.0501249390561421,0.0632759955814887,0.0632759955814887,"ricker",0.102250452871321
"LP_5808","Whitehorse fishway Rapids, Yukon","Chinook salmon",0.350987071800948,0.324356595610956,0.280498303671098,0.350987071800948,"1dsmap",0.376016688842098
"LP_5831","Kilpisjarvi area, Lappi","Grey-sided vole / Grey red-backed vole",0.192047849573433,-0.204790275386004,-0.246306898110318,0.192047849573433,"1dsmap",0.23774955276615
"LP_5934","Eastern Bering sea","Alaska pollock / Walleye pollock",0.895882018023159,0.894900337720068,0.895882018023159,0.895882018023159,"ricker",0.937196597623215
"LP_6828","Croatia","Eurasian spoonbill",0.695689560572229,0.586982326468953,0.468205434920682,0.695689560572229,"1dsmap",0.695689560572229
"LP_7375","Camargue","Cattle egret",0.907406619965514,0.882319596000514,0.907133288948054,0.907406619965514,"1dsmap",0.907133288948054
"LP_7838","Dordogne (fishing zones 10-13), Garonne ","Sea lamprey",0.267792692535491,0.246583312061688,0.248540027549394,0.267792692535491,"1dsmap",0.318828764898501
"LP_8011","Kharlov, Murman coast, North-West Russia","Black-legged kittiwake",0.747381939681067,0.693277233790269,0.710070064358879,0.747381939681067,"1dsmap",0.710070064358879
"LP_8564","Mt Gardner, Australia","Noisy scrub-bird",0.949034018645221,0.947055888826638,0.949034018645221,0.949034018645221,"ricker",0.949034018645221
"LP_8589","Northern stock","Silver hake / Whiting",0.122823901105624,-0.012574799073962,0.122823901105624,0.122823901105624,"ricker",0.163309944851395
"LP_8590","Southern stock","Silver hake / Whiting",0.169633020804975,0.118392962826347,0.029125023384457,0.169633020804975,"1dsmap",0.196161615411624
"LP_8603","Gulf of Maine, southern stock","American angler",0.171517376774738,0.171517376774738,0.138276870550239,0.171517376774738,"loglinear",0.190691406829859
"LP_8610","Northern stock: the Gulf of Maine to Nor","Red hake",0.290632837832462,0.263288731862133,0.284345919756803,0.290632837832462,"1dsmap",0.304041504436522
"LP_8611","Southern stock: the Southern Georges Ban","Red hake",0.217391835078469,0.102509044394189,0.139271025832716,0.217391835078469,"1dsmap",0.225851583346981
"LP_10096","Mole National Park, Northern Ghana","African lion / Asiatic lion",0.0752690010051333,-0.0338193958847919,-0.0280197708860255,0.0752690010051333,"1dsmap",0.0752690010051333
